Hospital_ID,District,City,State,City_Type,Hospital_Name,Reference_Period_AU595,Total_Beds,ICU_Beds,Non_ICU_Beds,Available_Beds,ICU_Rooms,General_Ward_Rooms,Private_Rooms,Semi_Private_Rooms,Emergency_Rooms,Operation_Theatres,Isolation_Rooms,Total_Rooms,Ventilators,Oxygen_Concentrators,ECG_Machines,Defibrillators,Pulse_Oximeters,CT_Scan,X_Ray_Machines,Ultrasound_Units,Blood_Analyzers,Patient_Monitors,Doctors_General_Physician,Doctors_Pulmonologist,Doctors_Cardiologist,Doctors_Intensivist,Doctors_Anesthesiologist,Doctors_Surgeon,Doctors_Radiologist,Doctors_Neurologist,Doctors_Orthopedic,Doctors_Pediatrician,Total_Doctors,Assurance_Available_Time,AU595_State_Rural_Hospitals,AU595_State_Urban_Hospitals,AU595_State_Total_Hospitals,AU595_State_Rural_Beds,AU595_State_Urban_Beds,AU595_State_Total_Beds
MH-1477,Raigad,Khopoli,Maharashtra,Rural,Primary Nursing Home Khopoli,31.08.2020,12,3,9,12,1,1,2,2,1,1,2,10,2,7,3,1,12,0,2,2,1,7,3,2,1,1,1,1,2,0,1,0,12,48 minutes,365,149,514,10950,22078,33028
MH-1478,Raigad,Khopoli,Maharashtra,Rural,Civil Hospital & ICU Khopoli,31.08.2020,9,2,7,8,1,1,1,2,1,1,2,9,3,9,3,2,16,0,2,1,2,5,3,2,1,1,1,1,1,1,1,0,12,36 minutes,365,149,514,10950,22078,33028
MH-1479,Raigad,Mahad,Maharashtra,Semi-Urban,Panchayat Health Care Mahad,31.08.2020,11,3,8,9,1,1,2,2,1,1,2,10,2,5,3,1,12,0,2,1,2,6,3,1,1,1,1,1,2,1,1,2,14,33 minutes,365,149,514,10950,22078,33028
MH-1480,Raigad,Mahad,Maharashtra,Semi-Urban,Jan Hospital Mahad,31.08.2020,12,3,9,10,1,1,1,1,1,1,3,9,4,6,2,2,17,0,3,2,3,7,3,2,1,1,1,1,1,0,0,0,10,40 minutes,365,149,514,10950,22078,33028
MH-1481,Raigad,Poladpur,Maharashtra,Rural,Public Health Care Poladpur,31.08.2020,12,3,9,11,1,1,1,1,1,1,2,8,4,9,3,2,17,0,2,1,1,7,3,1,1,1,1,1,2,1,2,1,14,56 minutes,365,149,514,10950,22078,33028
MH-1482,Raigad,Poladpur,Maharashtra,Rural,Taluka Hospital & ICU Poladpur,31.08.2020,8,1,7,6,1,1,1,1,1,1,2,8,2,4,3,2,10,0,1,2,2,4,3,1,1,1,1,1,2,1,0,2,13,30 minutes,365,149,514,10950,22078,33028
MH-1483,Raigad,Sudhagad,Maharashtra,Rural,Public Trauma Centre Sudhagad,31.08.2020,6,1,5,5,1,1,2,2,1,1,3,11,1,7,2,2,6,0,3,2,3,3,2,1,1,1,1,1,1,0,2,1,11,55 minutes,365,149,514,10950,22078,33028
MH-1484,Raigad,Tala,Maharashtra,Rural,Primary Nursing Home Tala,31.08.2020,8,2,6,7,1,1,1,2,1,1,2,9,3,9,2,1,9,0,2,1,1,4,2,2,1,1,1,1,2,0,2,2,14,46 minutes,365,149,514,10950,22078,33028
MH-1485,Raigad,Murud,Maharashtra,Rural,Civil Trauma Centre Murud,31.08.2020,9,2,7,6,1,1,2,1,1,1,2,9,3,9,2,1,12,0,3,1,3,5,2,1,1,1,1,1,2,0,2,2,13,41 minutes,365,149,514,10950,22078,33028
MH-1486,Raigad,Murud,Maharashtra,Rural,Civil Hospital Murud,31.08.2020,10,2,8,10,1,1,1,2,1,1,2,9,3,8,2,1,11,0,1,1,1,6,2,2,1,1,1,1,1,1,1,0,11,42 minutes,365,149,514,10950,22078,33028
MH-1487,Raigad,Roha,Maharashtra,Rural,Swasthya Medical Trust Roha,31.08.2020,9,2,7,8,1,1,2,2,1,1,2,10,3,6,3,1,12,0,2,1,1,5,2,1,1,1,1,1,2,1,2,1,13,42 minutes,365,149,514,10950,22078,33028
MH-1488,Raigad,Roha,Maharashtra,Rural,Primary Nursing Home Roha,31.08.2020,14,3,11,9,1,1,1,2,1,1,3,10,3,9,3,1,19,0,3,2,1,8,3,1,1,1,1,1,2,0,0,2,12,41 minutes,365,149,514,10950,22078,33028
MH-1489,Raigad,Shrivardhan,Maharashtra,Rural,Primary Medical Trust Shrivardhan,31.08.2020,6,1,5,6,1,1,1,1,1,1,3,9,1,8,2,2,6,0,1,2,2,3,2,1,1,1,1,1,2,0,1,2,12,52 minutes,365,149,514,10950,22078,33028
MH-1490,Raigad,Mangaon,Maharashtra,Rural,Primary Health Care Mangaon,31.08.2020,8,1,7,7,1,1,1,1,1,1,2,8,1,9,3,2,15,0,3,2,2,4,2,1,1,1,1,1,2,1,2,0,12,34 minutes,365,149,514,10950,22078,33028
MH-1491,Raigad,Mangaon,Maharashtra,Rural,Public Hospital & ICU Mangaon,31.08.2020,5,1,4,5,1,1,1,1,1,1,2,8,1,4,2,2,12,0,2,1,2,3,2,2,1,1,1,1,2,1,0,0,11,34 minutes,365,149,514,10950,22078,33028
MH-1492,Latur,Latur City,Maharashtra,Urban,Prime Medical Trust Latur City,31.08.2020,24,8,16,19,2,2,1,2,1,1,4,13,6,15,2,3,25,1,2,2,3,14,2,2,1,1,2,1,1,1,0,1,12,32 minutes,365,149,514,10950,22078,33028
MH-1493,Latur,Latur City,Maharashtra,Urban,Kokilaben Nursing Home Latur City,31.08.2020,35,7,28,25,1,4,1,1,1,2,5,15,7,21,2,2,44,1,1,1,2,21,4,2,1,1,1,1,1,0,1,0,12,32 minutes,365,149,514,10950,22078,33028
MH-1494,Latur,Latur City,Maharashtra,Urban,Unity General Hospital Latur City,31.08.2020,31,8,23,27,2,3,1,1,1,2,3,13,7,18,3,1,35,1,2,1,1,18,4,3,1,1,2,1,2,0,2,1,17,41 minutes,365,149,514,10950,22078,33028
MH-1495,Latur,Latur City,Maharashtra,Urban,City Nursing Home Latur City,31.08.2020,39,7,32,27,1,5,5,2,1,1,3,18,6,19,3,4,43,1,3,1,3,23,4,3,1,1,1,2,2,0,0,1,15,42 minutes,365,149,514,10950,22078,33028
MH-1496,Latur,Udgir,Maharashtra,Semi-Urban,Central Nursing Home Udgir,31.08.2020,17,4,13,11,1,2,2,1,1,1,2,10,5,13,3,2,17,0,2,2,1,10,2,1,1,1,1,1,2,1,1,1,12,43 minutes,365,149,514,10950,22078,33028
MH-1497,Latur,Udgir,Maharashtra,Semi-Urban,General Nursing Home Udgir,31.08.2020,21,6,15,21,1,2,2,1,1,1,2,10,6,10,3,1,29,1,3,2,1,12,2,1,1,1,1,1,2,1,1,1,12,31 minutes,365,149,514,10950,22078,33028
MH-1498,Latur,Udgir,Maharashtra,Semi-Urban,Cooperative Medical Trust Udgir,31.08.2020,22,6,16,21,1,2,2,2,1,1,2,11,5,15,2,3,32,1,3,2,2,13,3,1,1,1,1,1,2,0,0,2,12,35 minutes,365,149,514,10950,22078,33028
MH-1499,Latur,Nilanga,Maharashtra,Rural,Primary Nursing Home Nilanga,31.08.2020,18,3,15,14,1,2,1,2,1,1,3,11,4,14,2,2,26,0,3,1,3,10,3,1,1,1,1,1,2,0,0,1,11,33 minutes,365,149,514,10950,22078,33028
MH-1500,Latur,Nilanga,Maharashtra,Rural,Village Health General Hospital Nilanga,31.08.2020,13,3,10,11,1,1,2,2,1,1,2,10,2,6,3,2,22,0,2,2,3,7,2,1,1,1,1,1,2,1,1,0,11,38 minutes,365,149,514,10950,22078,33028
MH-1501,Latur,Ausa,Maharashtra,Rural,Taluka Super Speciality Hospital Ausa,31.08.2020,12,2,10,8,1,1,2,2,1,1,2,10,1,11,3,2,13,0,1,2,2,7,2,1,1,1,1,1,1,0,2,1,11,37 minutes,365,149,514,10950,22078,33028
MH-1502,Latur,Ausa,Maharashtra,Rural,Village Health Nursing Home Ausa,31.08.2020,12,2,10,9,1,1,2,2,1,1,2,10,3,6,2,2,15,0,1,1,3,7,2,1,1,1,1,1,2,0,1,2,12,46 minutes,365,149,514,10950,22078,33028
MH-1503,Latur,Chakur,Maharashtra,Rural,Village Health Hospital Chakur,31.08.2020,7,1,6,6,1,1,2,2,1,1,2,10,1,6,3,2,9,0,1,2,2,4,2,2,1,1,1,1,1,1,2,2,14,49 minutes,365,149,514,10950,22078,33028
MH-1504,Latur,Chakur,Maharashtra,Rural,Public Hospital & ICU Chakur,31.08.2020,11,2,9,7,1,1,1,1,1,1,2,8,1,9,3,1,16,0,3,1,1,6,3,2,1,1,1,1,1,1,2,2,15,35 minutes,365,149,514,10950,22078,33028
MH-1505,Latur,Renapur,Maharashtra,Rural,Sub-District Hospital Renapur,31.08.2020,8,1,7,7,1,1,1,1,1,1,2,8,1,5,3,1,8,0,1,2,2,4,2,2,1,1,1,1,2,0,2,1,13,51 minutes,365,149,514,10950,22078,33028
MH-1506,Latur,Renapur,Maharashtra,Rural,Primary Health Multispeciality Hospital Renapur,31.08.2020,4,1,3,3,1,1,2,2,1,1,2,10,1,2,3,2,12,0,1,1,2,2,2,2,1,1,1,1,1,1,1,2,13,54 minutes,365,149,514,10950,22078,33028
MH-1507,Latur,Shirur Anantpal,Maharashtra,Rural,Public Super Speciality Hospital Shirur Anantpal,31.08.2020,6,2,4,6,1,1,1,2,1,1,2,9,3,4,3,2,16,0,2,1,1,3,2,1,1,1,1,1,1,1,2,1,12,40 minutes,365,149,514,10950,22078,33028
MH-1508,Latur,Shirur Anantpal,Maharashtra,Rural,Primary Health Medical Trust Shirur Anantpal,31.08.2020,6,2,4,4,1,1,2,2,1,1,2,10,2,7,2,1,8,0,3,2,1,3,2,1,1,1,1,1,1,1,1,2,12,39 minutes,365,149,514,10950,22078,33028
MH-1509,Latur,Ahmadpur,Maharashtra,Rural,Village Health Health Care Ahmadpur,31.08.2020,9,3,6,8,1,1,2,2,1,1,3,11,2,5,3,1,18,0,1,2,2,5,3,2,1,1,1,1,2,0,2,2,15,57 minutes,365,149,514,10950,22078,33028
MH-1510,Latur,Ahmadpur,Maharashtra,Rural,Village Health Hospital Ahmadpur,31.08.2020,9,2,7,6,1,1,1,1,1,1,2,8,1,9,2,2,12,0,2,1,1,5,2,1,1,1,1,1,2,1,2,2,14,42 minutes,365,149,514,10950,22078,33028
MH-1511,Latur,Jalkot,Maharashtra,Rural,Public Medical Centre Jalkot,31.08.2020,4,1,3,4,1,1,2,2,1,1,2,10,1,6,2,1,11,0,3,1,1,2,2,2,1,1,1,1,2,0,0,2,12,58 minutes,365,149,514,10950,22078,33028
MH-1512,Latur,Jalkot,Maharashtra,Rural,Primary Hospital Jalkot,31.08.2020,7,2,5,7,1,1,1,1,1,1,2,8,1,4,2,2,14,0,1,1,2,4,3,1,1,1,1,1,2,0,1,0,11,48 minutes,365,149,514,10950,22078,33028
MH-1513,Latur,Deoni,Maharashtra,Rural,Rural Health Care Deoni,31.08.2020,8,1,7,5,1,1,2,2,1,1,3,11,2,5,3,1,12,0,2,2,2,4,3,1,1,1,1,1,2,1,2,0,13,45 minutes,365,149,514,10950,22078,33028
MH-1514,Latur,Deoni,Maharashtra,Rural,Village Health Multispeciality Hospital Deoni,31.08.2020,9,3,6,6,1,1,2,2,1,1,2,10,3,5,2,1,15,0,3,2,1,5,2,1,1,1,1,1,1,0,1,2,11,59 minutes,365,149,514,10950,22078,33028
MH-1515,Osmanabad,Osmanabad City,Maharashtra,Semi-Urban,Jan Nursing Home Osmanabad City,31.08.2020,18,4,14,16,1,2,1,2,1,1,3,11,4,10,2,2,20,0,1,1,2,10,4,1,1,1,1,1,2,1,1,1,14,44 minutes,365,149,514,10950,22078,33028
MH-1516,Osmanabad,Osmanabad City,Maharashtra,Semi-Urban,Arogya Hospital & ICU Osmanabad City,31.08.2020,28,5,23,22,1,3,4,2,1,1,2,14,4,17,2,2,33,1,3,1,2,16,3,1,1,1,1,2,2,1,0,1,13,39 minutes,365,149,514,10950,22078,33028
MH-1517,Osmanabad,Osmanabad City,Maharashtra,Semi-Urban,Township Multispeciality Hospital Osmanabad City,31.08.2020,20,3,17,19,1,2,3,2,1,1,2,12,2,11,2,2,27,0,3,2,1,12,4,1,1,1,1,2,2,0,0,0,12,23 minutes,365,149,514,10950,22078,33028
MH-1518,Osmanabad,Tuljapur,Maharashtra,Semi-Urban,Jan Nursing Home Tuljapur,31.08.2020,14,1,13,14,1,2,2,1,1,1,2,10,1,12,3,1,16,0,3,2,3,8,2,2,1,1,1,1,2,1,2,2,15,60 minutes,365,149,514,10950,22078,33028
MH-1519,Osmanabad,Tuljapur,Maharashtra,Semi-Urban,Jan Trauma Centre Tuljapur,31.08.2020,11,5,6,8,1,1,2,2,1,1,2,10,6,6,2,2,18,0,1,2,2,6,2,1,1,1,1,1,1,0,2,1,11,31 minutes,365,149,514,10950,22078,33028
MH-1520,Osmanabad,Omerga,Maharashtra,Rural,Swasthya Multispeciality Hospital Omerga,31.08.2020,10,3,7,10,1,1,2,1,1,1,3,10,4,8,2,2,18,0,2,2,3,6,2,2,1,1,1,1,1,0,2,0,11,44 minutes,365,149,514,10950,22078,33028
MH-1521,Osmanabad,Omerga,Maharashtra,Rural,Gram Health Care Omerga,31.08.2020,11,1,10,10,1,1,1,1,1,1,2,8,2,7,2,1,21,0,3,2,2,6,3,2,1,1,1,1,2,0,2,1,14,38 minutes,365,149,514,10950,22078,33028
MH-1522,Osmanabad,Paranda,Maharashtra,Rural,Village Health Hospital & ICU Paranda,31.08.2020,8,3,5,6,1,1,1,2,1,1,2,9,4,7,2,2,17,0,1,1,1,4,2,1,1,1,1,1,1,0,2,1,11,36 minutes,365,149,514,10950,22078,33028
MH-1523,Osmanabad,Paranda,Maharashtra,Rural,Primary Health Trauma Centre Paranda,31.08.2020,11,2,9,9,1,1,1,2,1,1,2,9,1,6,3,1,13,0,2,1,2,6,2,1,1,1,1,1,2,1,1,0,11,59 minutes,365,149,514,10950,22078,33028
MH-1524,Osmanabad,Bhum,Maharashtra,Rural,Government Nursing Home Bhum,31.08.2020,7,1,6,7,1,1,2,2,1,1,2,10,1,3,3,2,12,0,2,1,1,4,2,2,1,1,1,1,1,1,0,0,10,60 minutes,365,149,514,10950,22078,33028
MH-1525,Osmanabad,Bhum,Maharashtra,Rural,Sub-District Medical Trust Bhum,31.08.2020,8,1,7,6,1,1,1,1,1,1,2,8,1,9,2,2,15,0,1,2,3,4,3,1,1,1,1,1,1,0,0,2,11,55 minutes,365,149,514,10950,22078,33028
MH-1526,Osmanabad,Kalamb,Maharashtra,Rural,Primary Nursing Home Kalamb,31.08.2020,11,2,9,9,1,1,2,2,1,1,2,10,2,9,3,1,17,0,1,1,3,6,2,2,1,1,1,1,1,0,1,0,10,30 minutes,365,149,514,10950,22078,33028
MH-1527,Osmanabad,Kalamb,Maharashtra,Rural,Gramin General Hospital Kalamb,31.08.2020,7,2,5,6,1,1,2,1,1,1,3,10,1,8,2,2,7,0,3,2,3,4,3,2,1,1,1,1,1,1,0,0,11,57 minutes,365,149,514,10950,22078,33028
MH-1528,Osmanabad,Washi,Maharashtra,Rural,Public Medical Centre Washi,31.08.2020,7,2,5,5,1,1,1,1,1,1,2,8,3,3,3,2,14,0,2,1,2,4,3,2,1,1,1,1,2,0,0,0,11,52 minutes,365,149,514,10950,22078,33028
MH-1529,Osmanabad,Washi,Maharashtra,Rural,Primary Health Hospital Washi,31.08.2020,10,1,9,10,1,1,1,2,1,1,2,9,1,6,3,1,20,0,2,2,3,6,2,2,1,1,1,1,2,1,2,0,13,34 minutes,365,149,514,10950,22078,33028
MH-1530,Osmanabad,Lohara,Maharashtra,Rural,Primary Health Multispeciality Hospital Lohara,31.08.2020,4,1,3,4,1,1,1,2,1,1,2,9,1,5,3,1,13,0,2,2,2,2,2,2,1,1,1,1,2,1,2,1,14,40 minutes,365,149,514,10950,22078,33028
MH-1531,Osmanabad,Lohara,Maharashtra,Rural,Gramin General Hospital Lohara,31.08.2020,6,2,4,4,1,1,2,1,1,1,2,9,2,8,2,2,14,0,2,1,2,3,2,2,1,1,1,1,1,1,0,0,10,47 minutes,365,149,514,10950,22078,33028
MH-1532,Parbhani,Parbhani City,Maharashtra,Urban,Global Medical Trust Parbhani City,31.08.2020,32,8,24,24,2,4,2,2,1,1,2,14,6,19,2,2,42,1,1,1,1,19,5,3,1,1,1,1,2,0,2,2,18,27 minutes,365,149,514,10950,22078,33028
MH-1533,Parbhani,Parbhani City,Maharashtra,Urban,Lifeline Medical Trust Parbhani City,31.08.2020,25,9,16,23,2,2,1,1,1,1,4,12,9,16,3,2,29,1,1,2,2,15,3,3,1,1,2,2,2,0,2,1,17,39 minutes,365,149,514,10950,22078,33028
MH-1534,Parbhani,Parbhani City,Maharashtra,Urban,Noble Health Care Parbhani City,31.08.2020,32,8,24,26,2,4,4,1,1,1,3,16,6,17,3,2,35,1,2,1,3,19,4,2,1,1,1,2,1,0,1,0,13,41 minutes,365,149,514,10950,22078,33028
MH-1535,Parbhani,Parbhani City,Maharashtra,Urban,Ruby Super Speciality Hospital Parbhani City,31.08.2020,37,7,30,27,1,5,3,1,1,2,4,17,5,22,3,1,47,1,3,2,1,22,5,2,1,1,1,2,1,0,2,1,16,33 minutes,365,149,514,10950,22078,33028
MH-1536,Parbhani,Pathri,Maharashtra,Rural,Village Health Multispeciality Hospital Pathri,31.08.2020,7,1,6,5,1,1,2,2,1,1,3,11,1,5,2,1,8,0,3,2,1,4,3,1,1,1,1,1,1,1,2,2,14,41 minutes,365,149,514,10950,22078,33028
MH-1537,Parbhani,Pathri,Maharashtra,Rural,Swasthya General Hospital Pathri,31.08.2020,12,3,9,9,1,1,1,1,1,1,3,9,2,10,3,1,21,0,2,2,1,7,3,1,1,1,1,1,1,0,2,0,11,52 minutes,365,149,514,10950,22078,33028
MH-1538,Parbhani,Sonpeth,Maharashtra,Rural,Government Hospital & ICU Sonpeth,31.08.2020,6,1,5,5,1,1,2,2,1,1,2,10,1,7,2,2,16,0,3,2,3,3,2,1,1,1,1,1,1,1,1,0,10,38 minutes,365,149,514,10950,22078,33028
MH-1539,Parbhani,Sonpeth,Maharashtra,Rural,Public Medical Centre Sonpeth,31.08.2020,8,1,7,5,1,1,1,2,1,1,2,9,2,9,3,1,11,0,3,2,3,4,2,1,1,1,1,1,2,1,2,2,14,50 minutes,365,149,514,10950,22078,33028
MH-1540,Parbhani,Manwath,Maharashtra,Rural,Block Medical Centre Manwath,31.08.2020,9,1,8,8,1,1,2,1,1,1,2,9,1,5,3,2,14,0,2,2,2,5,2,1,1,1,1,1,1,1,2,2,13,32 minutes,365,149,514,10950,22078,33028
MH-1541,Parbhani,Manwath,Maharashtra,Rural,Block Hospital & ICU Manwath,31.08.2020,4,1,3,3,1,1,1,2,1,1,3,10,1,3,3,2,10,0,1,2,1,2,3,1,1,1,1,1,2,0,0,2,12,37 minutes,365,149,514,10950,22078,33028
MH-1542,Parbhani,Gangakhed,Maharashtra,Rural,Government Hospital & ICU Gangakhed,31.08.2020,9,3,6,8,1,1,2,2,1,1,2,10,2,4,3,1,9,0,3,2,2,5,2,2,1,1,1,1,2,1,2,1,14,40 minutes,365,149,514,10950,22078,33028
MH-1543,Parbhani,Gangakhed,Maharashtra,Rural,Rural Health Care Gangakhed,31.08.2020,9,2,7,8,1,1,2,2,1,1,3,11,2,9,2,1,10,0,3,2,3,5,2,1,1,1,1,1,2,1,2,0,12,30 minutes,365,149,514,10950,22078,33028
MH-1544,Parbhani,Jintur,Maharashtra,Rural,Block Medical Trust Jintur,31.08.2020,9,2,7,9,1,1,2,2,1,1,2,10,2,7,2,1,19,0,2,1,3,5,2,2,1,1,1,1,2,0,1,0,11,55 minutes,365,149,514,10950,22078,33028
MH-1545,Parbhani,Jintur,Maharashtra,Rural,Government Medical Centre Jintur,31.08.2020,9,4,5,8,1,1,1,1,1,1,2,8,5,9,3,1,18,0,1,2,3,5,2,1,1,1,1,1,1,0,2,0,10,33 minutes,365,149,514,10950,22078,33028
MH-1546,Parbhani,Selu,Maharashtra,Rural,Government Super Speciality Hospital Selu,31.08.2020,8,2,6,5,1,1,1,1,1,1,2,8,2,7,3,1,13,0,1,1,2,4,2,1,1,1,1,1,1,0,1,1,10,54 minutes,365,149,514,10950,22078,33028
MH-1547,Parbhani,Selu,Maharashtra,Rural,Rural Health Care Selu,31.08.2020,9,2,7,9,1,1,2,1,1,1,2,9,3,4,3,1,11,0,1,1,1,5,2,1,1,1,1,1,1,0,0,2,10,49 minutes,365,149,514,10950,22078,33028
MH-1548,Parbhani,Purna,Maharashtra,Semi-Urban,Lok Trauma Centre Purna,31.08.2020,16,3,13,13,1,2,1,1,1,1,3,10,4,9,2,2,16,0,3,1,3,9,2,1,1,1,1,1,1,0,0,1,9,56 minutes,365,149,514,10950,22078,33028
MH-1549,Parbhani,Purna,Maharashtra,Semi-Urban,Arogya Trauma Centre Purna,31.08.2020,17,3,14,17,1,2,1,1,1,1,3,10,4,12,2,2,20,0,2,1,1,10,3,1,1,1,1,1,1,1,2,2,14,50 minutes,365,149,514,10950,22078,33028
MH-1550,Parbhani,Palma,Maharashtra,Rural,Civil Medical Trust Palma,31.08.2020,9,2,7,6,1,1,1,1,1,1,2,8,1,6,3,2,15,0,2,1,2,5,2,1,1,1,1,1,2,1,1,1,12,53 minutes,365,149,514,10950,22078,33028
MH-1551,Parbhani,Palma,Maharashtra,Rural,Rural Hospital & ICU Palma,31.08.2020,6,2,4,4,1,1,2,1,1,1,2,9,2,8,2,1,6,0,2,2,1,3,2,2,1,1,1,1,2,0,0,0,10,45 minutes,365,149,514,10950,22078,33028
MH-1552,Beed,Beed City,Maharashtra,Semi-Urban,Health Medical Trust Beed City,31.08.2020,30,6,24,30,1,4,2,3,1,2,4,17,4,18,2,1,34,1,1,1,3,18,4,1,1,1,1,2,2,0,0,0,12,42 minutes,365,149,514,10950,22078,33028
MH-1553,Beed,Beed City,Maharashtra,Semi-Urban,General Health Care Beed City,31.08.2020,20,7,13,17,1,2,1,1,1,1,2,9,7,15,3,4,20,0,2,2,2,12,3,1,1,1,1,1,2,0,2,1,13,45 minutes,365,149,514,10950,22078,33028
MH-1554,Beed,Beed City,Maharashtra,Semi-Urban,Township Medical Centre Beed City,31.08.2020,23,5,18,18,1,3,1,1,1,1,4,12,4,16,3,3,29,1,2,2,2,13,4,2,1,1,1,2,1,0,2,1,15,23 minutes,365,149,514,10950,22078,33028
MH-1555,Beed,Ambajogai,Maharashtra,Semi-Urban,Lok Health Care Ambajogai,31.08.2020,27,5,22,25,1,3,1,1,1,1,3,11,4,18,2,1,33,1,3,2,2,16,4,1,1,1,1,1,1,1,0,2,13,31 minutes,365,149,514,10950,22078,33028
MH-1556,Beed,Ambajogai,Maharashtra,Semi-Urban,Community Medical Centre Ambajogai,31.08.2020,18,2,16,18,1,2,2,1,1,1,2,10,2,12,2,2,26,0,1,1,1,10,4,1,1,1,1,1,2,0,0,2,13,51 minutes,365,149,514,10950,22078,33028
MH-1557,Beed,Ambajogai,Maharashtra,Semi-Urban,Health Super Speciality Hospital Ambajogai,31.08.2020,22,6,16,22,1,2,1,1,1,1,2,9,6,16,2,3,27,1,1,1,1,13,4,1,1,1,1,1,1,1,2,0,13,38 minutes,365,149,514,10950,22078,33028
MH-1558,Beed,Kaij,Maharashtra,Rural,Government Hospital Kaij,31.08.2020,9,2,7,6,1,1,1,2,1,1,2,9,2,9,2,2,18,0,2,2,3,5,2,1,1,1,1,1,1,0,1,2,11,43 minutes,365,149,514,10950,22078,33028
MH-1559,Beed,Kaij,Maharashtra,Rural,Public Trauma Centre Kaij,31.08.2020,10,3,7,7,1,1,2,2,1,1,2,10,3,10,2,2,12,0,3,2,1,6,2,1,1,1,1,1,2,1,1,1,12,36 minutes,365,149,514,10950,22078,33028
MH-1560,Beed,Dharur,Maharashtra,Rural,Government Trauma Centre Dharur,31.08.2020,11,2,9,7,1,1,2,1,1,1,2,9,1,10,3,2,19,0,2,2,3,6,2,1,1,1,1,1,1,1,1,2,12,58 minutes,365,149,514,10950,22078,33028
MH-1561,Beed,Dharur,Maharashtra,Rural,Primary Medical Trust Dharur,31.08.2020,10,2,8,6,1,1,1,1,1,1,2,8,2,6,3,1,13,0,2,1,2,6,3,2,1,1,1,1,1,1,1,1,13,46 minutes,365,149,514,10950,22078,33028
MH-1562,Beed,Patoda,Maharashtra,Rural,Civil Multispeciality Hospital Patoda,31.08.2020,4,1,3,4,1,1,2,2,1,1,2,10,1,2,2,1,5,0,2,1,2,2,2,1,1,1,1,1,1,1,2,1,12,33 minutes,365,149,514,10950,22078,33028
MH-1563,Beed,Patoda,Maharashtra,Rural,Primary Health Hospital Patoda,31.08.2020,8,2,6,7,1,1,2,2,1,1,3,11,1,7,2,2,10,0,3,2,3,4,2,2,1,1,1,1,2,0,0,0,10,48 minutes,365,149,514,10950,22078,33028
MH-1564,Beed,Shirur Kasar,Maharashtra,Rural,Government Medical Trust Shirur Kasar,31.08.2020,5,1,4,4,1,1,1,2,1,1,2,9,2,6,2,2,5,0,2,2,2,3,2,1,1,1,1,1,2,1,0,0,10,55 minutes,365,149,514,10950,22078,33028
MH-1565,Beed,Shirur Kasar,Maharashtra,Rural,Government Trauma Centre Shirur Kasar,31.08.2020,8,1,7,5,1,1,1,2,1,1,2,9,1,6,3,1,16,0,2,1,2,4,2,1,1,1,1,1,2,1,1,1,12,31 minutes,365,149,514,10950,22078,33028
MH-1566,Beed,Georai,Maharashtra,Rural,Taluka Hospital & ICU Georai,31.08.2020,12,2,10,8,1,1,2,1,1,1,2,9,1,11,2,2,18,0,1,2,2,7,2,1,1,1,1,1,2,1,1,2,13,45 minutes,365,149,514,10950,22078,33028
MH-1567,Beed,Georai,Maharashtra,Rural,Primary Super Speciality Hospital Georai,31.08.2020,8,1,7,5,1,1,1,2,1,1,2,9,2,4,3,1,8,0,1,1,1,4,2,1,1,1,1,1,1,0,0,0,8,50 minutes,365,149,514,10950,22078,33028
MH-1568,Beed,Wadwani,Maharashtra,Rural,Gramin Hospital & ICU Wadwani,31.08.2020,6,2,4,6,1,1,1,2,1,1,2,9,3,3,2,1,9,0,3,1,1,3,2,2,1,1,1,1,1,0,0,2,11,52 minutes,365,149,514,10950,22078,33028
MH-1569,Beed,Wadwani,Maharashtra,Rural,Village Health Medical Trust Wadwani,31.08.2020,7,2,5,7,1,1,2,1,1,1,3,10,2,5,2,2,9,0,3,1,1,4,2,1,1,1,1,1,1,0,0,0,8,39 minutes,365,149,514,10950,22078,33028
MH-1570,Beed,Ashti,Maharashtra,Rural,Sub-District Medical Centre Ashti,31.08.2020,6,1,5,5,1,1,1,2,1,1,3,10,1,6,3,2,9,0,3,1,3,3,3,1,1,1,1,1,1,0,1,1,11,40 minutes,365,149,514,10950,22078,33028
MH-1571,Beed,Ashti,Maharashtra,Rural,Gramin Super Speciality Hospital Ashti,31.08.2020,5,1,4,4,1,1,1,1,1,1,3,9,2,7,2,2,10,0,2,2,3,3,2,1,1,1,1,1,2,0,0,2,11,40 minutes,365,149,514,10950,22078,33028
MH-1572,Beed,Majalgaon,Maharashtra,Semi-Urban,General Hospital Majalgaon,31.08.2020,17,7,10,14,1,1,1,1,1,1,3,9,6,11,3,2,19,0,3,2,2,10,2,1,1,1,1,1,2,1,0,1,11,42 minutes,365,149,514,10950,22078,33028
MH-1573,Beed,Majalgaon,Maharashtra,Semi-Urban,Seva Super Speciality Hospital Majalgaon,31.08.2020,18,4,14,15,1,2,2,1,1,1,3,11,3,12,3,1,22,0,3,2,1,10,2,1,1,1,1,1,1,1,2,0,11,49 minutes,365,149,514,10950,22078,33028
MH-1574,Beed,Majalgaon,Maharashtra,Semi-Urban,General Hospital Majalgaon,31.08.2020,20,4,16,13,1,2,3,1,1,1,4,13,3,13,3,1,24,0,3,1,2,12,4,1,1,1,1,1,2,1,2,1,15,34 minutes,365,149,514,10950,22078,33028
